,PLAYER,AFFILIATION,OVERALL PICK,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD,ROOKIE
236,Brandon Rush,Kansas,13,IND,75,24.0,8.1,3.2,7.7,42.3,1.0,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,1.0,0.5,0.5,1.7,1.98,102.0,Guard-Forward,0,0,1,1,0
237,Robin Lopez,Stanford,15,PHX,60,10.2,3.2,1.2,2.3,51.8,0.0,0.0,0.0,0.8,1.1,69.1,0.9,1.1,2.0,0.1,0.5,0.2,0.7,1.6,2.13,127.0,Center,0,1,0,0,0
238,Marreese Speights,Florida,16,PHI,79,16.0,7.7,3.2,6.4,50.2,0.0,0.1,25.0,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.6,0.3,0.7,2.3,2.08,116.0,Forward-Center,0,1,1,0,0
239,Roy Hibbert,Georgetown,17,IND,70,14.4,7.1,2.8,6.0,47.1,0.0,0.0,0.0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.8,0.3,1.1,3.1,2.18,122.0,Center,0,1,0,0,0
240,JaVale McGee,Nevada-Reno,18,WAS,75,15.2,6.5,2.5,5.2,49.4,0.0,0.0,0.0,1.4,2.2,66.0,1.6,2.3,3.9,0.3,0.8,0.4,1.0,2.1,2.13,122.0,Center-Forward,0,1,1,0,0
241,JJ Hickson,North Carolina State,19,CLE,62,11.4,4.0,1.6,3.1,51.5,0.0,0.0,0.0,0.7,1.1,67.2,0.8,1.8,2.7,0.1,0.7,0.2,0.5,1.3,2.06,110.0,Center-Forward,0,1,1,0,0
242,Alexis Ajinca,Hyeres-Toulon Var Basket (France),20,CHA,31,5.9,2.3,0.8,2.2,36.2,0.0,0.1,0.0,0.6,0.9,71.4,0.3,0.7,1.0,0.1,0.4,0.2,0.2,1.1,2.18,112.0,Center,0,1,0,0,0
243,Courtney Lee,Western Kentucky,22,ORL,77,25.2,8.4,3.2,7.0,45.0,1.1,2.6,40.4,1.0,1.2,83.0,0.2,2.1,2.3,1.2,0.9,1.0,0.2,2.0,1.96,98.0,Guard,0,0,0,1,0
244,Kosta Koufos,Ohio State,23,UTA,48,11.8,4.7,2.0,3.9,50.8,0.0,0.0,0.0,0.8,1.1,70.6,1.0,1.8,2.9,0.4,0.5,0.3,0.6,1.5,2.13,111.0,Center,0,1,0,0,0
245,Serge Ibaka,CB L'Hospitalet (Spain),24,OKC,73,18.1,6.3,2.8,5.1,54.3,0.0,0.0,50.0,0.8,1.3,63.0,1.9,3.5,5.4,0.1,0.9,0.3,1.3,2.7,2.08,107.0,Forward,0,0,1,0,0
246,Nicolas Batum,Le Mans Sarthe Basket (France),25,POR,79,18.4,5.4,2.0,4.6,44.6,0.8,2.1,36.9,0.5,0.7,80.8,1.1,1.7,2.8,0.9,0.6,0.6,0.5,1.8,2.03,104.0,Guard-Forward,0,0,1,1,0
247,George Hill,IUPUI,26,SAS,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,1.0,0.6,0.3,1.9,1.93,85.0,Guard,0,0,0,1,0
248,Darrell Arthur,Kansas,27,MEM,76,19.3,5.6,2.5,5.7,43.8,0.0,0.0,0.0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.6,0.7,0.7,2.7,2.06,107.0,Forward,0,0,1,0,0
249,DJ White,Indiana,29,OKC,7,18.5,8.9,3.7,7.1,52.0,0.0,0.0,0.0,1.4,1.9,76.9,1.4,3.1,4.6,0.9,0.4,0.4,0.7,1.4,2.06,113.0,Forward,0,0,1,0,0
250,J.R. Giddens,New Mexico,30,BOS,6,1.3,0.7,0.3,0.5,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.5,0.0,0.2,0.2,0.0,0.2,1.96,98.0,Guard,0,0,0,1,0
251,Nikola Pekovic,KK Partizan (Serbia),31,MIN,65,13.7,5.5,2.1,4.0,51.7,0.0,0.0,0.0,1.3,1.8,76.3,1.4,1.6,3.0,0.4,1.4,0.3,0.5,2.8,2.11,139.0,Center,0,1,0,0,0
252,Walter Sharpe,Alabama-Birmingham,32,DET,8,2.4,1.0,0.5,1.4,36.4,0.0,0.3,0.0,0.0,0.3,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.3,0.4,2.06,111.0,Forward,0,0,1,0,0
253,Mario Chalmers,Kansas,34,MIA,82,32.0,10.0,3.4,8.1,42.0,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,2.0,2.0,0.1,2.9,1.88,86.0,Guard,0,0,0,1,0
254,DeAndre Jordan,Texas A&M,35,LAC,53,14.6,4.3,1.8,2.8,63.3,0.0,0.0,0.0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.8,0.2,1.1,1.8,2.11,120.0,Center,0,1,0,0,0
255,Omer Asik,Fenerbahce S.K. (Turkey),36,CHI,82,12.1,2.8,1.0,1.7,55.3,0.0,0.0,0.0,0.9,1.8,50.3,1.4,2.4,3.7,0.4,0.8,0.2,0.7,1.9,2.13,116.0,Center,0,1,0,0,0
256,Luc Mbah a Moute,California-Los Angeles,37,MIL,82,25.8,7.2,2.8,6.0,46.2,0.0,0.0,0.0,1.7,2.3,72.9,2.3,3.6,5.9,1.1,1.2,1.1,0.5,2.5,2.03,104.0,Forward,0,0,1,0,0
257,Nathan Jawai,Cairns Taipans (Australia),41,TOR,6,3.1,0.3,0.2,0.7,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.3,0.0,0.0,0.5,2.08,127.0,Forward,0,0,1,0,0
258,Sean Singletary,Virginia,42,PHX,13,9.4,2.6,0.9,2.8,32.4,0.3,0.8,40.0,0.5,0.5,100.0,0.4,0.8,1.2,0.9,0.4,0.5,0.0,1.1,1.83,84.0,Guard,0,0,0,1,0
259,Patrick Ewing,Georgetown,43,NOH,7,2.7,0.4,0.0,0.7,0.0,0.0,0.3,0.0,0.4,0.6,75.0,0.1,0.1,0.3,0.3,0.1,0.0,0.1,0.1,2.03,107.0,Forward,1,0,1,0,0
260,Goran Dragic,KK Olimpija (Slovenia),45,PHX,55,13.2,4.5,1.6,4.1,39.3,0.4,1.0,37.0,0.9,1.2,76.9,0.6,1.3,1.9,2.0,1.3,0.5,0.1,1.6,1.91,86.0,Guard,0,0,0,1,0
261,Henry Walker,Kansas State,47,BOS,29,7.4,3.0,1.2,2.0,62.1,0.0,0.0,0.0,0.6,0.8,69.6,0.3,0.7,1.0,0.4,0.6,0.2,0.1,1.8,1.98,107.0,Forward,0,0,1,0,0
262,Malik Hairston,Oregon,48,SAS,15,10.3,3.3,1.6,3.3,49.0,0.0,0.1,0.0,0.1,0.5,28.6,0.7,1.1,1.9,0.9,0.8,0.4,0.5,1.3,1.98,100.0,Guard,0,0,0,1,0
263,Darnell Jackson,Kansas,52,CLE,51,8.4,1.9,0.7,1.7,43.0,0.0,0.0,0.0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.3,0.2,0.1,1.5,2.06,115.0,Forward,0,0,1,0,0
264,Mike Taylor,Idaho Stampede (D-League),55,LAC,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,1.4,0.7,0.0,1.6,1.88,75.0,Guard,0,0,0,1,0
265,Sasha Kaun,Kansas,56,CLE,25,3.8,0.9,0.4,0.7,52.9,0.0,0.0,0.0,0.2,0.4,45.5,0.5,0.6,1.0,0.1,0.3,0.2,0.2,0.4,2.11,118.0,Center,0,1,0,0,0
266,Joe Crawford,Kentucky,58,NYK,2,11.4,4.5,1.5,5.0,30.0,0.5,2.0,25.0,1.0,1.0,100.0,0.5,1.5,2.0,0.5,0.0,0.5,0.0,1.0,1.96,95.0,Guard,0,0,0,1,0
267,Semih Erden,Fenerbahce S.K. (Turkey),60,BOS,37,14.3,4.1,1.6,2.6,59.8,0.0,0.0,0.0,0.9,1.5,63.0,0.8,2.1,2.9,0.5,0.9,0.4,0.6,2.5,2.13,109.0,Center,0,1,0,0,0
268,Blake Griffin,Oklahoma,1,LAC,82,37.9,22.5,8.5,16.8,50.6,0.1,0.3,29.2,5.4,8.5,64.2,3.3,8.8,12.1,3.8,2.7,0.8,0.5,3.1,2.06,113.0,Forward,1,0,1,0,0
269,Hasheem Thabeet,Connecticut,2,MEM,68,13.0,3.1,1.1,1.9,58.8,0.0,0.0,0.0,0.8,1.4,58.1,1.3,2.3,3.6,0.2,0.6,0.2,1.3,2.4,2.21,119.0,Center,0,1,0,0,0
270,James Harden,Arizona State,3,OKC,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.4,1.1,0.3,2.6,1.96,100.0,Guard,0,0,0,1,0
271,Ricky Rubio,Joventut Badalona (Spain),5,MIN,41,34.2,10.6,3.4,9.5,35.7,0.8,2.3,34.0,3.1,3.8,80.3,0.5,3.7,4.2,8.2,3.2,2.2,0.2,2.4,1.88,86.0,Guard,0,0,0,1,0
272,Jonny Flynn,Syracuse,6,MIN,81,28.9,13.5,4.9,11.8,41.7,1.0,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,2.9,1.0,0.0,1.2,1.83,84.0,Guard,0,0,0,1,0
273,Stephen Curry,Davidson,7,GSW,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,3.0,1.9,0.2,3.2,1.88,84.0,Guard,0,0,0,1,0
274,Jordan Hill,Arizona,8,NYK,24,10.5,4.0,1.7,3.8,44.6,0.0,0.1,0.0,0.6,0.9,71.4,1.3,1.2,2.5,0.3,0.5,0.4,0.4,1.5,2.08,109.0,Forward-Center,0,1,1,0,0
275,DeMar DeRozan,Southern California,9,TOR,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25.0,1.9,2.5,76.3,0.9,2.0,2.9,0.7,0.8,0.6,0.2,2.3,1.98,100.0,Guard-Forward,0,0,1,1,0
276,Brandon Jennings,Pallacanestro Virtus Roma (Italy),10,MIL,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,2.4,1.3,0.2,2.3,1.85,77.0,Guard,0,0,0,1,0
277,Terrence Williams,Louisville,11,NJN,78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31.0,1.3,1.8,71.5,0.6,3.9,4.5,2.9,1.6,0.6,0.1,1.6,1.98,100.0,Guard-Forward,0,0,1,1,0
278,Gerald Henderson,Duke,12,CHA,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.3,0.2,0.2,0.6,1.96,98.0,Guard,0,0,0,1,0
279,Earl Clark,Louisville,14,PHX,51,7.5,2.7,1.1,3.0,37.1,0.0,0.1,40.0,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.5,0.1,0.3,0.5,2.08,106.0,Forward,0,0,1,0,0
280,Austin Daye,Gonzaga,15,DET,69,13.3,5.1,2.0,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2.0,2.5,0.5,0.7,0.4,0.4,1.7,2.11,100.0,Forward,0,0,1,0,0
281,Jrue Holiday,California-Los Angeles,17,PHI,73,24.2,8.0,3.2,7.1,44.2,0.8,2.2,39.0,0.9,1.2,75.6,0.8,1.8,2.6,3.8,2.1,1.1,0.2,2.1,1.91,93.0,Guard,0,0,0,1,0
282,Ty Lawson,North Carolina,18,DEN,65,20.3,8.3,3.1,6.0,51.5,0.5,1.3,41.0,1.6,2.2,75.7,0.6,1.3,1.9,3.1,1.3,0.7,0.0,1.4,1.8,88.0,Guard,0,0,0,1,0
283,Jeff Teague,Wake Forest,19,ATL,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.7,0.5,0.2,1.2,1.91,88.0,Guard,0,0,0,1,0
284,Byron Mullens,Ohio State,24,OKC,13,4.2,1.1,0.5,1.5,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.5,0.8,0.1,0.3,0.2,0.0,1.0,2.13,125.0,Center,0,1,0,0,0
285,Rodrigue Beaubois,Cholet Basket (France),25,DAL,56,12.5,7.1,2.8,5.3,51.8,0.8,2.0,40.9,0.8,0.9,80.8,0.2,1.2,1.4,1.3,1.0,0.5,0.2,1.5,1.88,84.0,Guard,0,0,0,1,0
286,Taj Gibson,Southern California,26,CHI,82,26.9,9.0,3.8,7.7,49.4,0.0,0.0,0.0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,1.4,0.6,1.3,3.4,2.06,105.0,Forward,0,0,1,0,0
287,DeMarre Carroll,Missouri,27,MEM,71,11.2,2.9,1.2,3.1,39.6,0.0,0.1,0.0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.3,0.4,0.1,1.5,1.98,98.0,Forward,0,0,1,0,0
288,Christian Eyenga,CB Prat (Spain),30,CLE,44,21.5,6.9,3.0,7.0,42.5,0.6,2.1,27.5,0.4,0.6,64.3,0.6,2.2,2.8,0.8,1.1,0.8,0.6,1.8,2.01,95.0,Forward,0,0,1,0,0
289,Jeff Ayres,Arizona State,31,POR,39,10.4,2.7,1.1,1.7,66.2,0.0,0.0,0.0,0.5,0.5,90.0,0.6,1.9,2.5,0.0,0.3,0.2,0.4,1.9,2.06,113.0,Forward-Center,0,1,1,0,0
290,Dante Cunningham,Villanova,33,POR,63,11.2,3.9,1.7,3.4,49.5,0.0,0.0,0.0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.2,0.4,0.3,1.5,2.03,104.0,Forward,0,0,1,0,0
291,DaJuan Summers,Georgetown,35,DET,44,9.2,3.0,1.0,3.0,35.4,0.3,1.0,35.7,0.6,0.9,71.1,0.3,0.7,1.0,0.4,0.4,0.2,0.2,1.2,2.03,109.0,Forward,0,0,1,0,0
292,Sam Young,Pittsburgh,36,MEM,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1.0,1.6,2.5,0.7,1.2,0.4,0.3,1.3,1.98,102.0,Forward-Guard,0,0,1,1,0
293,Jon Brockman,Washington,38,SAC,52,12.6,2.8,1.1,2.0,53.4,0.0,0.0,0.0,0.7,1.2,59.7,2.0,2.1,4.1,0.4,0.4,0.3,0.1,2.2,2.01,116.0,Forward,0,0,1,0,0
294,Jonas Jerebko,Pallacanestro Biella (Italy),39,DET,80,27.9,9.3,3.6,7.5,48.1,0.5,1.4,31.3,1.6,2.2,71.0,2.4,3.6,6.0,0.7,1.0,1.0,0.4,2.9,2.08,105.0,Forward,0,0,1,0,0
295,Derrick Brown,Xavier,40,CHA,57,9.4,3.3,1.2,2.6,46.3,0.0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.3,0.4,0.2,0.9,2.03,106.0,Forward,0,0,1,0,0
296,Jodie Meeks,Kentucky,41,MIL,41,11.9,4.1,1.6,4.3,36.2,0.6,2.0,28.0,0.4,0.5,85.7,0.1,1.6,1.8,0.5,0.5,0.3,0.1,0.8,1.93,95.0,Guard,0,0,0,1,0
297,Patrick Beverley,BC Dnipro (Ukraine),42,HOU,41,17.4,5.6,1.9,4.6,41.8,0.9,2.3,37.5,0.8,1.0,82.9,1.1,1.6,2.7,2.9,1.1,0.9,0.5,2.0,1.85,82.0,Guard,0,0,0,1,0
298,Chase Budinger,Arizona,44,HOU,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77.0,0.5,2.5,3.0,1.2,0.6,0.5,0.1,1.1,2.01,95.0,Forward,0,0,1,0,0
299,Nick Calathes,Florida,45,MEM,71,16.5,4.9,2.0,4.4,45.7,0.3,0.9,31.1,0.6,1.0,61.1,0.3,1.6,1.9,2.9,1.4,0.9,0.1,1.6,1.98,97.0,Guard,0,0,0,1,0
300,Danny Green,North Carolina,46,CLE,20,5.7,2.0,0.8,2.0,38.5,0.3,1.1,27.3,0.2,0.3,66.7,0.4,0.5,0.9,0.3,0.3,0.3,0.2,0.5,1.98,98.0,Guard,0,0,0,1,0
301,Taylor Griffin,Oklahoma,48,PHX,8,4.1,1.3,0.5,1.3,40.0,0.0,0.3,0.0,0.3,0.5,50.0,0.0,0.3,0.3,0.1,0.1,0.0,0.3,0.5,2.01,108.0,Forward,0,0,1,0,0
302,Nando De Colo,Cholet Basket (France),53,SAS,72,12.8,3.8,1.5,3.3,43.6,0.4,1.1,37.8,0.5,0.6,79.5,0.3,1.6,1.9,1.9,1.1,0.6,0.1,1.2,1.96,88.0,Guard,0,0,0,1,0
303,Patty Mills,St. Mary's (CA),55,POR,10,3.8,2.6,1.0,2.4,41.7,0.2,0.4,50.0,0.4,0.7,57.1,0.1,0.1,0.2,0.5,0.4,0.0,0.0,0.6,1.83,82.0,Guard,0,0,0,1,0
304,Lester Hudson,Tennessee-Martin,58,BOS,16,4.4,1.4,0.4,1.1,38.9,0.2,0.3,60.0,0.3,0.4,83.3,0.2,0.3,0.5,0.5,0.6,0.2,0.1,0.4,1.91,86.0,Guard,0,0,0,1,0
305,John Wall,Kentucky,1,WAS,69,37.8,16.4,5.8,14.1,40.9,0.5,1.7,29.6,4.4,5.7,76.6,0.5,4.1,4.6,8.3,3.8,1.8,0.5,2.5,1.91,95.0,Guard,0,0,0,1,0
306,Evan Turner,Ohio State,2,PHI,78,23.0,7.2,2.9,6.8,42.5,0.2,0.6,31.8,1.3,1.6,80.8,0.5,3.4,3.9,2.0,1.0,0.6,0.2,1.8,1.98,100.0,Guard-Forward,0,0,1,1,0
307,Derrick Favors,Georgia Tech,3,NJN,56,19.5,6.3,2.5,4.9,51.1,0.0,0.0,0.0,1.3,2.1,61.2,2.3,3.1,5.3,0.4,1.0,0.3,0.7,3.3,2.06,120.0,Forward,0,0,1,0,0
308,Wesley Johnson,Syracuse,4,MIN,79,26.2,9.0,3.4,8.6,39.7,1.3,3.7,35.6,0.8,1.2,69.6,0.6,2.4,3.0,1.9,1.2,0.7,0.7,2.1,2.01,98.0,Forward-Guard,0,0,1,1,0
309,DeMarcus Cousins,Kentucky,5,SAC,81,28.5,14.1,5.3,12.4,43.0,0.0,0.2,16.7,3.4,5.0,68.7,2.7,6.0,8.6,2.5,3.3,1.0,0.8,4.1,2.08,122.0,Center,0,1,0,0,0
310,Ekpe Udoh,Baylor,6,GSW,58,17.8,4.1,1.7,3.8,43.7,0.0,0.0,0.0,0.7,1.1,65.6,1.4,1.7,3.1,0.7,0.8,0.4,1.5,2.5,2.08,111.0,Center-Forward,0,1,1,0,0
311,Greg Monroe,Georgetown,7,DET,80,27.8,9.4,3.8,6.9,55.1,0.0,0.0,0.0,1.8,2.9,62.2,3.1,4.4,7.5,1.3,1.0,1.2,0.6,2.5,2.08,113.0,Forward-Center,0,1,1,0,0
312,Al-Farouq Aminu,Wake Forest,8,LAC,81,17.9,5.6,2.0,5.0,39.4,0.6,1.8,31.5,1.1,1.5,77.3,0.9,2.4,3.3,0.7,1.3,0.7,0.3,1.5,2.03,100.0,Forward,0,0,1,0,0
313,Gordon Hayward,Butler,9,UTA,72,16.9,5.4,2.0,4.1,48.5,0.5,1.0,47.3,1.0,1.3,71.1,0.6,1.4,1.9,1.1,1.0,0.4,0.3,1.5,2.01,102.0,Forward,0,0,1,0,0
314,Paul George,Fresno State,10,IND,61,20.7,7.8,2.9,6.5,45.3,0.7,2.3,29.7,1.3,1.7,76.2,0.6,3.1,3.7,1.1,1.1,1.0,0.4,2.1,2.03,100.0,Forward,0,0,1,0,0
315,Cole Aldrich,Kansas,11,OKC,18,7.9,1.0,0.4,0.8,53.3,0.0,0.0,0.0,0.1,0.2,50.0,0.7,1.2,1.9,0.2,0.4,0.3,0.4,1.7,2.11,115.0,Center,0,1,0,0,0
316,Ed Davis,North Carolina,13,TOR,65,24.6,7.7,3.3,5.7,57.6,0.0,0.0,0.0,1.1,2.0,55.5,2.6,4.5,7.1,0.6,0.7,0.6,1.0,2.8,2.06,99.0,Center-Forward,0,1,1,0,0
317,Patrick Patterson,Kentucky,14,HOU,52,16.7,6.3,2.9,5.1,55.8,0.0,0.0,0.0,0.6,0.8,71.4,1.7,2.2,3.8,0.8,0.6,0.3,0.7,1.5,2.03,107.0,Forward,0,0,1,0,0
318,Luke Babbitt,Nevada-Reno,16,POR,24,5.7,1.5,0.6,2.3,27.3,0.1,0.7,18.8,0.1,0.4,33.3,0.3,1.0,1.3,0.3,0.3,0.1,0.1,0.6,2.06,102.0,Forward,0,0,1,0,0
319,Kevin Seraphin,Cholet Basket (France),17,WAS,58,10.9,2.7,1.1,2.5,44.9,0.0,0.0,0.0,0.4,0.5,71.0,1.4,1.2,2.6,0.2,0.7,0.3,0.5,2.2,2.08,126.0,Forward-Center,0,1,1,0,0
320,Eric Bledsoe,Kentucky,18,LAC,81,22.7,6.7,2.5,6.0,42.4,0.4,1.4,27.6,1.2,1.6,74.4,0.8,1.9,2.8,3.6,2.4,1.1,0.3,1.6,1.85,97.0,Guard,0,0,0,1,0
321,Avery Bradley,Texas,19,BOS,31,5.2,1.7,0.7,2.2,34.3,0.0,0.2,0.0,0.2,0.4,50.0,0.1,0.4,0.5,0.4,0.5,0.3,0.0,0.6,1.91,82.0,Guard,0,0,0,1,0
322,James Anderson,Oklahoma State,20,SAS,26,11.0,3.6,1.2,3.1,38.3,0.7,1.8,39.1,0.5,0.7,77.8,0.1,0.8,0.9,0.7,0.5,0.1,0.2,0.9,1.98,97.0,Guard-Forward,0,0,1,1,0
323,Craig Brackins,Iowa State,21,PHI,3,10.9,2.7,1.3,5.3,25.0,0.0,1.7,0.0,0.0,0.0,0.0,0.7,0.7,1.3,0.3,0.0,0.3,0.0,1.0,2.08,104.0,Forward,0,0,1,0,0
324,Trevor Booker,Clemson,23,WAS,65,16.4,5.3,2.1,3.9,54.9,0.0,0.0,0.0,1.0,1.6,67.3,1.5,2.4,3.9,0.5,0.6,0.4,0.6,1.8,2.03,103.0,Forward,0,0,1,0,0
325,Damion James,Texas,24,NJN,25,16.1,4.4,1.8,4.1,44.7,0.0,0.1,0.0,0.7,1.1,64.3,0.7,2.7,3.4,0.8,1.0,0.6,0.5,1.4,2.01,102.0,Forward,0,0,1,0,0
326,Quincy Pondexter,Washington,26,NOH,66,11.1,2.8,1.1,2.7,40.6,0.3,0.8,36.0,0.4,0.5,70.6,0.3,1.0,1.3,0.4,0.2,0.3,0.2,1.0,2.01,104.0,Forward,0,0,1,0,0
327,Jordan Crawford,Xavier,27,ATL,16,10.0,4.2,1.7,4.8,35.1,0.6,1.7,33.3,0.3,0.4,66.7,0.6,1.2,1.8,0.9,0.9,0.2,0.0,0.8,1.96,88.0,Guard,0,0,0,1,0
328,Tibor Pleiss,Brose Baskets (Germany),31,UTA,12,6.8,2.0,0.9,2.1,44.0,0.0,0.2,0.0,0.2,0.2,100.0,0.5,0.8,1.3,0.2,0.7,0.1,0.2,1.6,2.21,116.0,Center,0,1,0,0,0
329,Hassan Whiteside,Marshall,33,SAC,1,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.13,120.0,Center,0,1,0,0,0
330,Armon Johnson,Nevada-Reno,34,POR,38,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,1.0,0.1,0.0,0.8,1.91,88.0,Guard,0,0,0,1,0
331,Nemanja Bjelica,KK Crvena zvezda (Serbia),35,MIN,60,17.9,5.1,1.8,3.9,46.8,0.8,2.1,38.4,0.7,0.9,72.7,0.8,2.7,3.5,1.4,0.8,0.4,0.4,2.6,2.06,106.0,Forward,0,0,1,0,0
332,Andy Rautins,Syracuse,38,NYK,5,4.8,1.6,0.6,1.4,42.9,0.2,0.8,25.0,0.2,0.4,50.0,0.0,0.2,0.2,0.6,1.4,0.2,0.0,0.0,1.93,86.0,Guard,0,0,0,1,0
333,Landry Fields,Stanford,39,NYK,82,31.0,9.7,3.6,7.3,49.7,1.0,2.7,39.3,1.4,1.8,76.9,1.3,5.1,6.4,1.9,1.3,1.0,0.2,1.4,2.01,98.0,Guard-Forward,0,0,1,1,0
334,Jarvis Varnado,Mississippi State,41,BOS,5,3.6,1.2,0.4,0.8,50.0,0.0,0.0,0.0,0.4,0.8,50.0,0.2,0.4,0.6,0.2,0.2,0.2,0.0,0.2,2.06,104.0,Forward-Center,0,1,1,0,0
335,Devin Ebanks,West Virginia,43,LAL,20,5.9,3.1,1.1,2.6,41.2,0.1,0.3,40.0,0.9,1.2,78.3,0.8,0.6,1.4,0.1,0.3,0.2,0.3,0.4,2.06,98.0,Forward,0,0,1,0,0
336,Jerome Jordan,Tulsa,44,NYK,21,5.1,2.0,0.8,1.6,51.5,0.0,0.0,0.0,0.4,0.5,80.0,0.7,0.6,1.3,0.2,0.1,0.0,0.3,0.7,2.13,115.0,Center,0,1,0,0,0
337,Gani Lawal,Georgia Tech,46,PHX,1,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.06,106.0,Forward,0,0,1,0,0
338,Solomon Alabi,Florida State,50,TOR,12,4.9,0.5,0.3,1.3,20.0,0.0,0.0,0.0,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.3,0.2,0.2,0.4,2.16,114.0,Center,0,1,0,0,0
339,Luke Harangody,Notre Dame,52,BOS,28,8.6,2.3,1.0,2.5,39.4,0.1,0.4,20.0,0.2,0.3,62.5,0.6,1.4,2.0,0.4,0.2,0.1,0.3,1.3,2.01,111.0,Forward,0,0,1,0,0
340,Pape Sy,STB Le Havre (France),53,ATL,3,7.0,2.3,0.7,2.0,33.3,0.0,0.3,0.0,1.0,1.0,100.0,0.7,0.3,1.0,0.7,1.0,0.3,0.0,0.3,2.01,102.0,Forward-Guard,0,0,1,1,0
341,Willie Warren,Oklahoma,54,LAC,19,7.0,1.9,0.7,1.8,37.1,0.3,0.8,33.3,0.3,0.4,75.0,0.1,0.6,0.6,1.4,0.4,0.3,0.0,0.8,1.93,92.0,Guard,0,0,0,1,0
342,Jeremy Evans,Western Kentucky,55,UTA,49,9.4,3.6,1.6,2.3,66.1,0.0,0.0,0.0,0.5,0.8,70.3,0.7,1.2,2.0,0.5,0.4,0.3,0.3,1.0,2.06,91.0,Forward,0,0,1,0,0
343,Derrick Caracter,Texas-El Paso,58,LAL,41,5.2,2.0,0.8,1.6,48.5,0.0,0.0,0.0,0.4,0.6,73.9,0.5,0.6,1.0,0.2,0.5,0.1,0.2,1.1,2.06,125.0,Forward,0,0,1,0,0
344,Kyrie Irving,Duke,1,CLE,51,30.5,18.5,6.9,14.6,46.9,1.4,3.6,39.9,3.4,3.8,87.2,0.9,2.9,3.7,5.4,3.1,1.1,0.4,2.2,1.88,88.0,Guard,1,0,0,1,0
345,Tristan Thompson,Texas,4,CLE,60,23.7,8.2,3.2,7.4,43.9,0.0,0.0,0.0,1.8,3.2,55.2,3.1,3.4,6.5,0.5,1.4,0.5,1.0,2.2,2.06,115.0,Center-Forward,0,1,1,0,0
346,Jonas Valanciunas,BC Lietuvos rytas (Lithuania),5,TOR,62,23.9,8.9,3.3,5.9,55.7,0.0,0.0,0.0,2.4,3.0,78.9,2.0,4.0,6.0,0.7,1.5,0.3,1.3,3.0,2.11,120.0,Center,0,1,0,0,0
