,PLAYER,ROOKIE,ROTY,FTM,AST,STL,OREB,GP,BLK,PF,ThreePA,FTPercent,ThreePPercent,GUARD,FORWARD,WEIGHT,HEIGHT,CENTER,YEAR,OVERALL PICK,FTRate,TSPercent
688,Vince Edwards,0,0,0.0,0.0,0.0,0.5,2.0,0.0,0.0,2.0,0.0,25.0,0,1,102.0,2.03,0,2018,52,0.0,0.375
689,Devon Hall,0,0,0.4,1.2,0.4,0.2,11.0,0.1,0.5,1.5,50.0,23.5,1,0,98.0,1.96,0,2019,53,0.25925925925925924,0.2967848309975268
690,Shake Milton,0,0,0.3,0.9,0.4,0.5,20.0,0.4,1.5,2.2,71.4,31.8,1,1,93.0,1.96,0,2018,54,0.09090909090909091,0.47930283224400866
691,Arnoldas Kulboka,0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.0,0.0,0,1,95.0,2.08,0,2021,55,0.0,0.0
692,Kevin Hervey,0,0,0.0,0.5,0.1,0.1,10.0,0.1,0.4,2.0,0.0,15.0,0,1,104.0,2.06,0,2019,57,0.0,0.31481481481481477
693,Thomas Welsh,0,0,0.1,0.5,0.0,0.0,11.0,0.0,0.3,0.6,50.0,42.9,0,0,116.0,2.13,1,2018,58,0.16666666666666669,0.6177606177606179
694,Kostas Antetokounmpo,0,0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,50.0,0.0,0,1,91.0,2.08,0,2018,60,1.3333333333333333,0.2040816326530612
695,Zion Williamson,0,0,4.8,2.1,0.7,2.7,24.0,0.4,1.8,0.6,64.0,42.9,0,1,129.0,1.98,0,2019,1,0.49333333333333335,0.6076154469349176
696,Ja Morant,0,1,3.6,7.3,0.9,0.8,67.0,0.3,1.6,2.7,77.6,33.5,1,0,79.0,1.91,0,2019,2,0.32857142857142857,0.54989187519308
697,RJ Barrett,0,0,2.8,2.6,1.0,0.9,56.0,0.3,2.2,3.5,61.4,32.0,1,1,97.0,1.98,0,2019,3,0.34615384615384615,0.4723369116432701
698,De'Andre Hunter,0,0,1.7,1.8,0.7,0.7,63.0,0.3,2.9,4.8,76.4,35.5,1,1,100.0,2.03,0,2019,4,0.21296296296296294,0.5171326466260249
699,Darius Garland,0,0,1.1,3.9,0.7,0.5,59.0,0.1,1.6,5.0,87.5,35.5,1,0,87.0,1.85,0,2019,5,0.10169491525423728,0.4971705739692805
700,Jarrett Culver,0,0,0.9,1.7,0.9,1.1,63.0,0.6,2.0,3.5,46.2,29.9,1,1,88.0,1.98,0,2019,6,0.2111111111111111,0.4645291593032062
701,Coby White,0,0,1.6,2.7,0.8,0.4,65.0,0.1,1.8,5.8,79.1,35.4,1,0,88.0,1.93,0,2019,7,0.1639344262295082,0.5019011406844107
702,Jaxson Hayes,0,0,1.9,0.9,0.4,1.5,64.0,0.9,2.5,0.1,64.7,25.0,0,1,100.0,2.11,1,2019,8,0.75,0.6820276497695853
703,Rui Hachimura,0,0,2.4,1.8,0.8,1.6,48.0,0.2,2.2,1.8,82.9,28.7,0,1,104.0,2.03,0,2019,9,0.25438596491228066,0.5282723537468206
704,Cam Reddish,0,0,1.7,1.5,1.1,0.6,58.0,0.5,2.3,4.3,80.2,33.2,1,1,98.0,2.03,0,2019,10,0.22916666666666669,0.4931892907468295
705,Cameron Johnson,0,0,0.8,1.2,0.6,0.9,57.0,0.4,1.5,4.8,80.7,39.0,0,1,95.0,2.03,0,2019,11,0.14084507042253522,0.580858085808581
706,P.J. Washington,0,0,1.5,2.1,0.9,1.0,58.0,0.8,2.7,4.0,64.7,37.4,0,1,104.0,2.01,0,2019,12,0.22549019607843138,0.5401815364179766
707,Tyler Herro,0,0,1.6,2.2,0.6,0.3,55.0,0.2,1.4,5.4,87.0,38.9,1,0,88.0,1.96,0,2019,13,0.1565217391304348,0.5463375151760421
708,Romeo Langford,0,0,0.6,0.4,0.3,0.5,32.0,0.3,1.0,0.8,72.0,18.5,1,1,98.0,1.96,0,2019,14,0.32,0.4340277777777778
709,Chuma Okeke,0,0,0.7,2.2,1.1,0.9,45.0,0.5,1.1,3.1,75.0,34.8,0,1,104.0,1.98,0,2020,16,0.125,0.511307767944936
710,Nickeil Alexander-Walker,0,0,0.5,1.9,0.4,0.2,47.0,0.2,1.2,2.8,67.6,34.6,1,0,93.0,1.96,0,2019,17,0.14035087719298245,0.46875
711,Goga Bitadze,0,0,0.4,0.4,0.2,0.5,54.0,0.7,1.2,0.8,72.7,19.0,0,1,113.0,2.13,1,2019,18,0.2142857142857143,0.5186385737439222
712,Luka Samanic,0,0,1.0,2.0,0.0,0.3,3.0,0.7,2.0,2.7,75.0,37.5,0,1,103.0,2.08,0,2019,19,0.24528301886792456,0.44782425010561894
713,Matisse Thybulle,0,0,0.4,1.2,1.4,0.7,65.0,0.7,2.2,2.4,61.0,35.7,1,1,91.0,1.96,0,2019,20,0.14634146341463417,0.5359179019384265
714,Brandon Clarke,0,0,1.5,1.4,0.6,1.6,58.0,0.8,1.7,1.1,75.9,35.9,0,1,98.0,2.03,0,2019,21,0.22891566265060237,0.6574300461831024
715,Grant Williams,0,0,0.6,1.0,0.4,0.9,69.0,0.5,2.4,1.4,72.2,25.0,0,1,107.0,1.98,0,2019,22,0.25806451612903225,0.4885057471264368
716,Darius Bazley,0,0,0.7,0.7,0.4,0.5,61.0,0.7,0.9,2.3,69.4,34.8,0,1,94.0,2.03,0,2019,23,0.1923076923076923,0.4933920704845815
717,Ty Jerome,0,0,0.4,1.4,0.5,0.2,31.0,0.1,0.9,1.6,75.0,28.0,1,1,88.0,1.96,0,2019,24,0.1388888888888889,0.4299674267100977
718,Nassir Little,0,0,0.6,0.5,0.3,0.6,48.0,0.3,1.5,1.2,63.6,23.7,1,1,100.0,1.96,0,2019,25,0.2903225806451613,0.5102763997165132
719,Dylan Windler,0,0,0.7,1.1,0.6,0.6,31.0,0.4,1.2,2.5,77.8,33.8,1,1,89.0,1.98,0,2020,26,0.21428571428571427,0.561858454889249
720,Mfiondu Kabengele,0,0,0.4,0.2,0.2,0.1,12.0,0.2,0.8,1.7,100.0,45.0,0,0,113.0,2.06,1,2019,27,0.14814814814814814,0.6055363321799307
721,Jordan Poole,0,0,1.7,2.4,0.6,0.2,57.0,0.2,1.6,4.6,79.8,27.9,1,0,88.0,1.93,0,2019,28,0.23863636363636362,0.44909415667262054
722,Keldon Johnson,0,0,2.1,0.9,0.8,0.6,17.0,0.1,1.6,1.3,79.5,59.1,1,1,100.0,1.98,0,2019,29,0.5,0.707070707070707
723,Kevin Porter Jr.,0,0,1.5,2.2,0.9,0.4,50.0,0.3,2.7,3.2,72.3,33.5,1,1,92.0,1.93,0,2019,30,0.23809523809523808,0.5347593582887701
724,Nic Claxton,0,0,0.7,1.1,0.1,1.3,15.0,0.5,0.9,0.5,52.4,14.3,0,1,98.0,2.11,1,2019,31,0.43749999999999994,0.5692108667529108
725,Carsen Edwards,0,0,0.4,0.6,0.3,0.2,37.0,0.1,0.9,2.1,68.4,31.6,1,0,91.0,1.8,0,2019,33,0.14285714285714285,0.4414715719063545
726,Bruno Fernando,0,0,0.5,0.9,0.3,1.2,56.0,0.3,1.9,0.7,56.9,13.5,0,1,109.0,2.06,1,2019,34,0.25,0.5338299193047796
727,Didi Louzada,0,0,0.0,1.0,0.7,0.3,3.0,0.0,1.7,2.7,0.0,25.0,1,0,85.0,1.96,0,2020,35,0.0,0.3139534883720931
728,Cody Martin,0,0,0.9,2.0,0.8,0.8,48.0,0.2,1.6,1.6,64.6,23.4,0,1,93.0,1.98,0,2019,36,0.3255813953488372,0.5035246727089627
729,Daniel Gafford,0,0,0.7,0.5,0.3,1.2,43.0,1.3,2.3,0.0,53.3,0.0,0,1,106.0,2.06,1,2019,38,0.4516129032258064,0.6772908366533864
730,Alen Smailagic,0,0,1.1,0.9,0.2,0.7,14.0,0.3,1.0,0.9,84.2,23.1,0,1,98.0,2.08,0,2019,39,0.48275862068965514,0.5890603085553997
731,Justin James,0,0,0.3,0.5,0.2,0.2,36.0,0.3,0.5,0.8,47.6,31.0,1,1,86.0,2.01,0,2019,40,0.2608695652173913,0.4835589941972921
732,Eric Paschall,0,0,2.7,2.1,0.5,1.4,60.0,0.2,2.1,2.2,77.4,28.7,0,1,116.0,1.98,0,2019,41,0.3271028037383178,0.5662285136501517
733,Admiral Schofield,0,0,0.3,0.5,0.2,0.2,33.0,0.1,1.5,1.8,66.7,31.1,0,1,109.0,1.96,0,2019,42,0.17857142857142858,0.49382716049382724
734,Jaylen Nowell,0,0,1.1,1.3,0.2,0.2,15.0,0.1,0.7,1.7,94.1,11.5,1,0,91.0,1.93,0,2019,43,0.31428571428571433,0.4723430702299565
735,Bol Bol,0,0,1.1,0.9,0.3,0.7,7.0,0.9,1.6,1.3,80.0,44.4,0,1,100.0,2.18,1,2019,44,0.35,0.6109324758842444
736,Isaiah Roby,0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.3,0.0,0.0,0.0,0,1,104.0,2.03,0,2019,45,0.0,0.0
737,Talen Horton-Tucker,0,0,0.3,1.0,1.3,0.3,6.0,0.2,1.7,2.2,50.0,30.8,1,0,106.0,1.93,0,2019,46,0.13999999999999999,0.5344585091420535
738,Ignas Brazdeikis,0,0,0.4,0.4,0.0,0.2,9.0,0.1,0.3,1.0,80.0,11.1,0,1,100.0,1.98,0,2019,47,0.25,0.35381750465549344
739,Terance Mann,0,0,0.4,1.3,0.3,0.2,41.0,0.1,1.1,0.5,66.7,35.0,1,1,98.0,1.96,0,2019,48,0.3684210526315789,0.5375139977603584
740,Quinndary Weatherspoon,0,0,0.1,1.0,0.3,0.1,11.0,0.1,0.7,0.5,50.0,20.0,1,0,93.0,1.91,0,2019,49,0.13333333333333333,0.3448275862068966
741,Jarrell Brantley,0,0,0.1,1.2,0.3,0.2,9.0,0.6,0.8,1.4,50.0,23.1,0,1,113.0,1.96,0,2019,50,0.06451612903225806,0.4225352112676056
742,Tremont Waters,0,0,0.7,1.5,0.9,0.0,11.0,0.2,1.2,2.2,100.0,16.7,1,0,79.0,1.78,0,2019,51,0.15555555555555556,0.37247801345059495
743,Jalen McDaniels,0,0,0.9,0.8,0.5,0.9,16.0,0.2,2.3,1.5,82.4,37.5,0,1,93.0,2.06,1,2019,52,0.25,0.568816658202133
744,Justin Wright-Foreman,0,0,0.8,1.8,0.5,0.0,4.0,0.0,1.3,2.5,75.0,20.0,1,0,86.0,1.83,0,2019,53,0.2,0.4383561643835617
745,Marial Shayok,0,0,0.8,0.3,0.0,0.3,4.0,0.3,1.0,1.5,75.0,33.3,1,1,90.0,1.96,0,2019,54,0.3333333333333333,0.40287769784172656
746,Dewan Hernandez,0,0,0.5,0.5,0.2,0.8,6.0,0.0,1.0,0.3,60.0,50.0,0,1,107.0,2.08,1,2019,59,0.3478260869565218,0.4291044776119403
747,Anthony Edwards,0,0,2.9,2.9,1.1,0.8,72.0,0.5,1.8,7.2,77.6,32.9,1,0,102.0,1.93,0,2020,1,0.22619047619047616,0.5186777747917226
748,James Wiseman,0,0,1.4,0.7,0.3,1.4,39.0,0.9,3.1,1.0,62.8,31.6,0,0,109.0,2.13,1,2020,2,0.23404255319148937,0.5505026328386787
749,LaMelo Ball,0,1,2.5,6.1,1.6,1.2,51.0,0.4,2.7,5.1,75.8,35.2,1,0,82.0,2.01,0,2020,3,0.24242424242424246,0.5332880434782609
750,Patrick Williams,0,0,1.3,1.4,0.9,0.9,71.0,0.6,1.8,1.9,72.8,39.1,0,1,98.0,2.01,0,2020,4,0.24324324324324323,0.5572380375529981
751,Isaac Okoro,0,0,1.7,1.9,0.9,1.0,67.0,0.4,2.8,3.2,72.6,29.0,1,1,102.0,1.96,0,2020,5,0.2771084337349397,0.5110460473782273
752,Onyeka Okongwu,0,0,0.7,0.4,0.5,1.2,50.0,0.7,2.0,0.1,63.2,0.0,0,1,109.0,2.03,1,2020,6,0.3666666666666667,0.6529453513129879
753,Killian Hayes,0,0,0.5,5.3,1.0,0.2,26.0,0.4,2.2,2.8,82.4,27.8,1,0,88.0,1.96,0,2020,7,0.0909090909090909,0.42328042328042326
754,Obi Toppin,0,0,0.3,0.5,0.3,0.4,62.0,0.2,0.9,1.4,73.1,30.6,0,1,100.0,2.06,0,2020,8,0.11764705882352942,0.5710306406685236
755,Deni Avdija,0,0,0.5,1.2,0.6,0.4,54.0,0.3,2.6,3.1,64.4,31.5,0,1,95.0,2.06,0,2020,9,0.13793103448275862,0.5097087378640777
756,Jalen Smith,0,0,0.2,0.1,0.0,0.3,27.0,0.1,0.6,0.6,71.4,23.5,0,1,98.0,2.08,1,2020,10,0.15789473684210525,0.48959608323133413
757,Devin Vassell,0,0,0.7,0.9,0.7,0.4,62.0,0.3,1.4,2.4,84.3,34.7,1,1,91.0,1.96,0,2020,11,0.16326530612244897,0.5208333333333333
758,Tyrese Haliburton,0,0,0.8,5.3,1.3,0.7,58.0,0.5,1.4,5.1,85.7,40.9,1,0,84.0,1.96,0,2020,12,0.09345794392523366,0.5816554809843401
759,Kira Lewis Jr.,0,0,0.8,2.3,0.7,0.2,54.0,0.2,1.6,2.2,84.3,33.3,1,0,77.0,1.85,0,2020,13,0.14516129032258066,0.4828366654092795
760,Aaron Nesmith,0,0,0.5,0.5,0.3,0.6,46.0,0.2,1.9,2.3,78.6,37.0,1,1,98.0,1.96,0,2020,14,0.15384615384615385,0.5615292712066906
761,Cole Anthony,0,0,2.3,4.1,0.6,0.8,47.0,0.4,2.1,3.7,83.2,33.7,1,0,84.0,1.91,0,2020,15,0.23931623931623933,0.49501151189562553
762,Isaiah Stewart,0,0,0.9,0.9,0.6,2.3,68.0,1.3,2.7,0.9,69.6,33.3,0,1,113.0,2.03,1,2020,16,0.2333333333333333,0.5926481620405102
763,Alekesej Pokusevski,0,0,0.7,2.2,0.4,0.7,45.0,0.9,1.3,4.6,73.8,28.0,0,1,86.0,2.13,0,2020,17,0.09890109890109891,0.43033324586722643
764,Josh Green,0,0,0.3,0.7,0.4,0.7,39.0,0.1,0.9,0.6,56.5,16.0,1,0,91.0,1.96,0,2020,18,0.25,0.48417132216014896
765,Saddiq Bey,0,0,1.8,1.4,0.7,0.6,70.0,0.2,1.6,6.6,84.4,38.0,0,1,98.0,2.01,0,2020,19,0.21212121212121213,0.5597614131681578
766,Precious Achiuwa,0,0,0.9,0.5,0.3,1.2,61.0,0.5,1.5,0.0,50.9,0.0,0,1,102.0,2.03,0,2020,20,0.48648648648648646,0.5488474204171241
767,Tyrese Maxey,0,0,1.0,2.0,0.4,0.2,61.0,0.2,1.3,1.7,87.1,30.1,1,0,91.0,1.88,0,2020,21,0.15714285714285717,0.5317381189764041
768,Zeke Nnaji,0,0,0.3,0.2,0.2,0.3,42.0,0.1,0.7,1.4,80.0,40.7,0,1,109.0,2.06,1,2020,22,0.16,0.5947955390334573
769,Leandro Bolmaro,0,0,0.3,0.6,0.2,0.5,35.0,0.0,0.7,0.5,84.6,27.8,0,1,91.0,1.98,0,2021,23,0.26666666666666666,0.41420118343195267
770,R.J. Hampton,0,0,0.4,0.6,0.2,0.4,25.0,0.1,0.9,0.7,75.0,27.8,1,0,79.0,1.93,0,2020,24,0.20833333333333334,0.4928909952606636
771,Immanuel Quickley,0,0,2.4,2.0,0.5,0.4,64.0,0.2,1.8,4.7,89.1,38.9,1,0,86.0,1.91,0,2020,25,0.29670329670329676,0.5490007223693716
772,Payton Pritchard,0,0,0.6,1.8,0.6,0.5,66.0,0.1,1.6,3.8,88.9,41.1,1,0,88.0,1.85,0,2020,26,0.1111111111111111,0.5804749340369394
773,Udoka Azubuike,0,0,0.5,0.0,0.1,0.3,15.0,0.3,0.6,0.0,80.0,0.0,0,1,122.0,2.13,1,2020,27,1.1666666666666667,0.5898123324396785
774,Jaden McDaniels,0,0,0.4,1.1,0.6,0.8,63.0,1.0,2.7,3.1,60.0,36.4,0,1,84.0,2.06,0,2020,28,0.12068965517241378,0.5544231553200163
775,Malachi Flynn,0,0,1.0,2.9,0.8,0.2,47.0,0.1,1.4,3.6,80.4,32.1,1,0,79.0,1.85,0,2020,29,0.16666666666666666,0.4826254826254826
776,Desmond Bane,0,0,0.6,1.7,0.6,0.5,68.0,0.2,1.8,4.0,81.6,43.2,1,0,98.0,1.96,0,2020,30,0.0958904109589041,0.6026858827382902
777,Tyrell Terry,0,0,0.1,0.5,0.5,0.0,11.0,0.0,0.2,0.6,33.3,0.0,1,0,73.0,1.88,0,2020,31,0.19999999999999998,0.30441400304414
778,Vernon Carey Jr.,0,0,0.5,0.1,0.1,0.3,19.0,0.3,0.7,0.4,81.8,14.3,0,1,122.0,2.06,1,2020,32,0.3157894736842105,0.5491990846681922
779,Theo Maledon,0,0,1.6,3.5,0.9,0.4,65.0,0.2,1.9,4.8,74.8,33.5,1,0,79.0,1.93,0,2020,34,0.22340425531914893,0.48569367636451066
780,Xavier Tillman Sr.,0,0,0.6,1.3,0.7,1.3,59.0,0.6,2.0,1.1,64.2,33.8,0,1,111.0,2.03,0,2020,35,0.17647058823529413,0.5970149253731343
781,Tyler Bey,0,0,0.2,0.2,0.0,0.4,18.0,0.1,0.3,0.2,60.0,25.0,0,1,98.0,2.01,0,2020,36,0.25,0.37243947858473
782,Vit Krejci,0,0,0.6,1.9,0.6,0.6,30.0,0.3,2.2,3.3,86.4,32.7,1,0,88.0,2.03,0,2021,37,0.125,0.5225453013063633
783,Saben Lee,0,0,1.3,3.6,0.7,0.4,48.0,0.3,1.6,0.5,68.5,34.8,1,0,83.0,1.88,0,2020,38,0.43181818181818177,0.528052805280528
784,Elijah Hughes,0,0,0.2,0.3,0.1,0.1,18.0,0.1,0.1,1.3,75.0,34.8,1,0,98.0,1.96,0,2020,39,0.11764705882352942,0.4735376044568245
785,Robert Woodard II,0,0,0.2,0.2,0.0,0.3,13.0,0.2,0.3,0.5,37.5,16.7,0,1,107.0,1.98,0,2020,40,0.39999999999999997,0.42016806722689076
786,Tre Jones,0,0,0.5,1.1,0.2,0.2,37.0,0.0,0.4,0.1,89.5,60.0,1,0,84.0,1.85,0,2020,41,0.23809523809523808,0.5347593582887701
787,Nick Richards,0,0,0.4,0.1,0.0,0.2,18.0,0.0,0.4,0.1,63.6,0.0,0,0,111.0,2.13,1,2020,42,1.2,0.5095541401273886
788,Marko Simonovic,0,0,0.9,0.0,0.1,0.6,9.0,0.1,0.7,0.6,72.7,20.0,0,0,100.0,2.11,1,2021,44,0.7058823529411765,0.4185022026431718
789,Jordan Nwora,0,0,0.6,0.2,0.6,0.3,30.0,0.3,0.7,2.1,76.0,45.2,0,1,102.0,2.03,0,2020,45,0.17777777777777778,0.584016393442623
790,CJ Elleby,0,0,0.4,0.3,0.2,0.4,30.0,0.1,0.9,1.1,73.3,20.6,1,1,91.0,1.98,0,2020,46,0.22727272727272727,0.4717948717948718
791,Nico Mannion,0,0,0.8,2.3,0.5,0.2,30.0,0.0,1.0,2.0,82.1,36.7,1,0,86.0,1.88,0,2020,48,0.2368421052631579,0.4849201655824955
792,Isaiah Joe,0,0,0.4,0.5,0.3,0.1,41.0,0.1,0.8,2.6,75.0,36.8,1,0,75.0,1.93,0,2020,49,0.18749999999999997,0.5308464849354375
793,Skylar Mays,0,0,0.7,0.9,0.4,0.3,33.0,0.1,0.5,1.2,88.0,35.0,1,0,93.0,1.93,0,2020,50,0.26666666666666666,0.5621301775147929
794,Kenyon Martin Jr.,0,0,1.3,1.1,0.7,1.6,45.0,0.9,2.0,2.1,71.4,36.5,0,1,98.0,1.96,0,2020,52,0.2676056338028169,0.5810684161199626
795,Cassius Winston,0,0,0.2,0.5,0.1,0.0,22.0,0.0,0.4,0.8,83.3,47.1,1,0,84.0,1.85,0,2020,53,0.19999999999999998,0.578386605783866
796,Cassius Stanley,0,0,0.3,0.0,0.0,0.3,24.0,0.1,0.6,0.5,77.8,23.1,1,0,86.0,1.96,0,2020,54,0.22222222222222224,0.3768844221105528
797,Jay Scrubb,0,0,1.3,0.3,1.0,0.5,4.0,0.0,1.3,2.3,100.0,22.2,1,0,100.0,1.96,0,2020,55,0.14444444444444446,0.4574993501429686
798,Grant Riller,0,0,0.0,0.4,0.1,0.0,7.0,0.0,0.0,0.6,0.0,50.0,1,0,86.0,1.88,0,2020,56,0.0,0.7647058823529412
799,Paul Reed,0,0,0.2,0.5,0.4,1.2,26.0,0.5,1.1,0.2,50.0,0.0,0,1,95.0,2.06,0,2020,58,0.09999999999999999,0.5409705648369133
800,Cade Cunningham,0,0,2.2,5.6,1.2,0.9,64.0,0.7,3.1,5.7,84.5,31.4,1,0,100.0,1.98,0,2021,1,0.16149068322981366,0.5018748197288722
801,Jalen Green,0,0,2.8,2.6,0.7,0.5,67.0,0.3,1.5,6.8,79.7,34.3,1,0,84.0,1.93,0,2021,2,0.24647887323943662,0.545311268715524
802,Evan Mobley,0,0,2.4,2.5,0.8,2.1,69.0,1.7,2.1,1.3,66.3,25.0,0,0,98.0,2.11,1,2021,3,0.30833333333333335,0.5451571869889151
803,Scottie Barnes,0,1,2.1,3.5,1.1,2.6,74.0,0.7,2.6,2.6,73.5,30.1,0,1,102.0,2.01,0,2021,4,0.23015873015873015,0.5473081738508317
804,Jalen Suggs,0,0,2.6,4.4,1.2,0.5,48.0,0.4,3.0,4.1,77.3,21.4,1,0,93.0,1.96,0,2021,5,0.2982456140350877,0.4533230887437572
805,Josh Giddey,0,0,1.0,6.4,0.9,1.8,54.0,0.4,1.6,3.9,70.9,26.3,1,0,93.0,2.03,0,2021,6,0.12096774193548386,0.4766444232602478
806,Jonathan Kuminga,0,0,1.9,0.9,0.4,0.8,70.0,0.3,2.1,2.1,68.4,33.6,0,1,102.0,2.01,0,2021,7,0.4090909090909091,0.5899143672692675
807,Franz Wagner,0,0,2.4,2.9,0.9,1.1,79.0,0.4,2.1,3.4,86.3,35.4,0,1,100.0,2.08,0,2021,8,0.2276422764227642,0.5575935436537051
808,Davion Mitchell,0,0,0.7,4.2,0.7,0.4,75.0,0.3,1.9,4.3,65.9,31.6,1,0,92.0,1.83,0,2021,9,0.09821428571428573,0.49050970356152696
809,Ziaire Williams,0,0,0.7,1.0,0.6,0.4,62.0,0.2,1.8,3.9,78.2,31.4,0,1,84.0,2.06,0,2021,10,0.1323529411764706,0.560359737115185
810,James Bouknight,0,0,0.9,0.8,0.2,0.7,31.0,0.0,0.9,1.6,87.1,34.7,1,0,86.0,1.93,0,2021,11,0.2222222222222222,0.4623115577889447
811,Joshua Primo,0,0,0.9,1.6,0.4,0.6,50.0,0.5,1.6,2.7,74.6,30.7,1,0,86.0,1.93,0,2021,12,0.2222222222222222,0.4857621440536013
812,Chris Duarte,0,0,1.6,2.1,1.0,0.7,55.0,0.2,1.7,4.6,80.4,36.9,1,0,86.0,1.96,0,2021,13,0.17699115044247787,0.5346938775510204
813,Moses Moody,0,0,0.5,0.4,0.1,0.3,52.0,0.2,0.8,2.1,77.8,36.4,1,0,96.0,1.96,0,2021,14,0.19999999999999998,0.574037834311807
814,Corey Kispert,0,0,0.7,1.1,0.5,0.7,77.0,0.3,1.2,4.2,87.1,35.0,0,1,102.0,1.98,0,2021,15,0.11940298507462686,0.57909604519774
815,Alperen Sengun,0,0,2.3,2.6,0.8,1.9,72.0,0.9,3.0,1.6,71.1,24.8,0,0,110.0,2.08,1,2021,16,0.4383561643835617,0.5442176870748299
816,Trey Murphy III,0,0,0.7,0.6,0.4,0.8,62.0,0.1,1.0,3.0,88.2,38.2,0,1,93.0,2.03,0,2021,17,0.17777777777777778,0.5532786885245902
817,Tre Mann,0,0,1.1,1.5,0.8,0.4,60.0,0.2,1.7,4.5,79.3,36.0,1,0,81.0,1.91,0,2021,18,0.14285714285714285,0.49689440993788825
818,Kai Jones,0,0,0.1,0.2,0.0,0.1,21.0,0.1,0.4,0.1,37.5,50.0,0,1,100.0,2.08,1,2021,19,0.5714285714285715,0.5617977528089888
819,Jalen Johnson,0,0,0.2,0.1,0.1,0.1,22.0,0.1,0.4,0.6,71.4,23.1,0,1,99.0,2.03,0,2021,20,0.15789473684210525,0.587515299877601
820,Keon Johnson,0,0,1.1,0.9,0.5,0.4,15.0,0.1,1.4,0.7,76.2,27.3,1,0,84.0,1.93,0,2021,21,0.4117647058823529,0.4305043050430505
821,Isaiah Jackson,0,0,1.7,0.3,0.7,1.7,36.0,1.4,2.6,0.4,68.2,31.3,0,1,93.0,2.08,0,2021,22,0.42105263157894735,0.6067251461988304
822,Usman Garuba,0,0,0.2,0.7,0.4,0.9,24.0,0.5,1.2,0.8,71.4,25.0,0,1,104.0,2.03,0,2021,23,0.16666666666666666,0.5148005148005148
823,Josh Christopher,0,0,1.1,2.0,0.9,0.7,74.0,0.2,1.3,2.6,73.5,29.6,1,0,98.0,1.91,0,2021,24,0.22058823529411764,0.5257903494176374
824,Quentin Grimes,0,0,0.3,1.0,0.7,0.5,46.0,0.2,1.6,4.1,68.4,38.1,1,0,95.0,1.93,0,2021,25,0.07843137254901962,0.5671077504725898
825,Bones Hyland,0,0,1.6,2.8,0.6,0.2,69.0,0.3,2.2,5.2,85.6,36.6,1,0,77.0,1.88,0,2021,26,0.21686746987951805,0.5516111414527579
826,Cam Thomas,0,0,1.3,1.2,0.5,0.2,67.0,0.1,1.0,2.6,82.9,27.0,1,0,95.0,1.91,0,2021,27,0.21333333333333335,0.5145278450363197
827,Jaden Springer,0,0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,0.0,0.0,0.0,1,0,92.0,1.93,0,2021,28,0.0,1.0
828,Day'Ron Sharpe,0,0,0.8,0.5,0.3,2.5,32.0,0.5,1.9,0.2,58.5,28.6,0,1,120.0,2.06,0,2021,29,0.2765957446808511,0.5829807240244476
829,Santi Aldama,0,0,0.6,0.7,0.2,1.0,32.0,0.3,1.1,1.5,62.5,12.5,0,1,98.0,2.11,1,2021,30,0.24390243902439027,0.4480874316939891
830,Isaiah Todd,0,0,0.2,0.3,0.3,0.3,12.0,0.2,0.3,1.3,33.3,25.0,0,1,99.0,2.06,0,2021,31,0.22727272727272727,0.3487179487179487
831,Jeremiah Robinson-Earl,0,0,0.8,1.0,0.6,1.5,49.0,0.3,1.5,3.4,74.1,35.2,0,1,110.0,2.03,0,2021,32,0.16666666666666669,0.5265005265005265
832,Herbert Jones,0,0,1.8,2.1,1.7,1.3,78.0,0.8,3.1,2.2,84.0,33.7,0,1,93.0,2.01,0,2021,35,0.28378378378378377,0.5656445370646025
833,Miles McBride,0,0,0.2,1.0,0.4,0.1,40.0,0.0,1.1,1.7,66.7,25.0,1,0,88.0,1.85,0,2021,36,0.1111111111111111,0.38698328935795956
834,JT Thor,0,0,0.4,0.6,0.2,0.3,33.0,0.3,0.8,0.8,60.0,25.9,0,1,92.0,2.06,0,2021,37,0.35294117647058826,0.5037783375314862
835,Ayo Dosunmu,0,0,0.7,3.3,0.8,0.4,77.0,0.4,2.4,2.4,67.9,37.6,1,0,91.0,1.93,0,2021,38,0.14492753623188406,0.5966101694915255
836,Neemias Queta,0,0,0.7,0.4,0.1,0.9,15.0,0.5,1.2,0.0,64.7,0.0,0,0,112.0,2.13,1,2021,39,0.44000000000000006,0.49627791563275436
837,Jared Butler,0,0,0.3,1.5,0.4,0.1,42.0,0.2,1.1,2.1,68.8,31.8,1,0,88.0,1.91,0,2021,40,0.11111111111111112,0.5013192612137203
838,Joe Wieskamp,0,0,0.2,0.3,0.1,0.1,29.0,0.1,0.5,1.5,53.8,32.6,1,1,93.0,1.98,0,2021,41,0.2105263157894737,0.5023923444976077
839,Isaiah Livers,0,0,0.6,1.1,0.7,0.8,19.0,0.4,1.9,3.4,85.7,42.2,0,1,105.0,1.98,0,2021,42,0.14893617021276595,0.6358668653750622
