,Unnamed: 0,PLAYER,AFFILIATION,OVERALL PICK,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,HEIGHT,WEIGHT,POSITION,ROTY,CENTER,FORWARD,GUARD
1214,1214,Josh Christopher,Arizona State,24,2021-22,HOU,74,18.0,7.9,3.0,6.8,44.8,0.8,2.6,29.6,1.1,1.5,73.5,0.7,1.8,2.5,2.0,1.5,0.9,0.2,1.3,15.6,0.0,0.0,-3.7,1.91,98.0,Guard,0,0,0,1
1215,1215,Quentin Grimes,Houston,25,2021-22,NYK,46,17.1,6.0,2.1,5.1,40.4,1.6,4.1,38.1,0.3,0.4,68.4,0.5,1.5,2.0,1.0,0.6,0.7,0.2,1.6,12.0,0.0,0.0,-1.2,1.93,95.0,Guard,0,0,0,1
1216,1216,Bones Hyland,Virginia Commonwealth,26,2021-22,DEN,69,19.0,10.1,3.3,8.3,40.3,1.9,5.2,36.6,1.6,1.8,85.6,0.2,2.5,2.7,2.8,1.2,0.6,0.3,2.2,18.9,1.0,0.0,0.6,1.88,77.0,Guard,0,0,0,1
1217,1217,Cam Thomas,Louisiana State,27,2021-22,BKN,67,17.6,8.5,3.3,7.5,43.3,0.7,2.6,27.0,1.3,1.6,82.9,0.2,2.2,2.4,1.2,0.8,0.5,0.1,1.0,14.2,0.0,0.0,-2.1,1.91,95.0,Guard,0,0,0,1
1218,1218,Jaden Springer,Tennessee,28,2021-22,PHI,2,2.8,1.0,0.5,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.0,1.0,0.0,4.7,0.0,0.0,-4.0,1.93,92.0,Guard,0,0,0,1
1219,1219,Day'Ron Sharpe,North Carolina,29,2021-22,BKN,32,12.2,6.2,2.7,4.7,57.7,0.1,0.2,28.6,0.8,1.3,58.5,2.5,2.5,5.0,0.5,0.9,0.3,0.5,1.9,14.4,2.0,0.0,1.8,2.06,120.0,Forward,0,0,1,0
1220,1220,Santi Aldama,Loyola-Maryland,30,2021-22,MEM,32,11.2,4.1,1.7,4.1,40.2,0.2,1.5,12.5,0.6,1.0,62.5,1.0,1.7,2.7,0.7,0.5,0.2,0.3,1.1,9.4,2.0,0.0,0.5,2.11,98.0,Forward-Center,0,1,1,0
1221,1221,Isaiah Todd,Ignite (G League),31,2021-22,WAS,12,6.2,1.7,0.6,2.2,26.9,0.3,1.3,25.0,0.2,0.5,33.3,0.3,0.8,1.0,0.3,0.3,0.3,0.2,0.3,4.5,0.0,0.0,-2.0,2.06,99.0,Forward,0,0,1,0
1222,1222,Jeremiah Robinson-Earl,Villanova,32,2021-22,OKC,49,22.2,7.5,2.7,6.6,41.4,1.2,3.4,35.2,0.8,1.1,74.1,1.5,4.1,5.6,1.0,0.8,0.6,0.3,1.5,17.6,3.0,0.0,-4.9,2.03,110.0,Forward,0,0,1,0
1223,1223,Jason Preston,Ohio,33,3.7,1.2,2018-19,Ohio,19.0,30.0,22.0,29.5,6.0,2.4,5.5,43.4,0.3,1.6,20.8,0.9,1.1,76.5,0.7,2.9,3.6,3.4,0.8,0.1,1.2,1.0,1.91,82.0,Guard,0,0,0,1
1225,1225,Herbert Jones,Alabama,35,2021-22,NOP,78,29.9,9.5,3.5,7.4,47.6,0.7,2.2,33.7,1.8,2.1,84.0,1.3,2.5,3.8,2.1,1.3,1.7,0.8,3.1,23.3,1.0,0.0,0.9,2.01,93.0,Forward,0,0,1,0
1226,1226,Miles McBride,West Virginia,36,2021-22,NYK,40,9.3,2.2,0.8,2.7,29.6,0.4,1.7,25.0,0.2,0.3,66.7,0.1,1.0,1.1,1.0,0.1,0.4,0.0,1.1,6.0,0.0,0.0,2.5,1.85,88.0,Guard,0,0,0,1
1227,1227,JT Thor,Auburn,37,2021-22,CHA,33,7.9,2.0,0.7,1.7,43.6,0.2,0.8,25.9,0.4,0.6,60.0,0.3,1.0,1.3,0.6,0.3,0.2,0.3,0.8,5.9,0.0,0.0,-0.2,2.06,92.0,Forward,0,0,1,0
1228,1228,Ayo Dosunmu,Illinois,38,2021-22,CHI,77,27.4,8.8,3.6,6.9,52.0,0.9,2.4,37.6,0.7,1.0,67.9,0.4,2.4,2.8,3.3,1.4,0.8,0.4,2.4,19.2,4.0,0.0,-2.6,1.93,91.0,Guard,0,0,0,1
1229,1229,Neemias Queta,Utah State,39,2021-22,SAC,15,8.0,3.0,1.1,2.5,44.7,0.0,0.0,0.0,0.7,1.1,64.7,0.9,1.1,2.1,0.4,0.4,0.1,0.5,1.2,7.5,0.0,0.0,-0.5,2.13,112.0,Center,0,1,0,0
1230,1230,Jared Butler,Baylor,40,2021-22,UTA,42,8.6,3.8,1.5,3.6,40.4,0.7,2.1,31.8,0.3,0.4,68.8,0.1,1.0,1.1,1.5,0.8,0.4,0.2,1.1,8.4,0.0,0.0,-0.3,1.91,88.0,Guard,0,0,0,1
1231,1231,Joe Wieskamp,Iowa,41,2021-22,SAS,29,7.1,2.1,0.7,1.9,35.7,0.5,1.5,32.6,0.2,0.4,53.8,0.1,0.3,0.5,0.3,0.1,0.1,0.1,0.5,3.8,0.0,0.0,0.0,1.98,93.0,Guard-Forward,0,0,1,1
1232,1232,Isaiah Livers,Michigan,42,2021-22,DET,19,20.2,6.4,2.2,4.7,45.6,1.4,3.4,42.2,0.6,0.7,85.7,0.8,2.2,3.0,1.1,0.8,0.7,0.4,1.9,14.0,1.0,0.0,-0.5,1.98,105.0,Forward,0,0,1,0
1233,1233,Greg Brown III,Texas,43,2021-22,POR,48,13.3,4.7,1.7,4.0,42.6,0.4,1.3,31.1,0.9,1.4,67.7,0.8,2.0,2.8,0.7,0.8,0.5,0.5,1.9,11.5,0.0,0.0,-5.0,2.01,93.0,Forward,0,0,1,0
1234,1234,Kessler Edwards,Pepperdine,44,2021-22,BKN,48,20.6,5.9,2.3,5.6,41.2,1.0,2.8,35.3,0.3,0.4,84.2,0.9,2.7,3.6,0.6,0.9,0.6,0.5,1.8,13.6,1.0,0.0,-1.3,2.01,92.0,Forward,0,0,1,0
1236,1236,Dalano Banton,Nebraska,46,2021-22,TOR,64,10.9,3.2,1.3,3.2,41.1,0.2,0.8,25.5,0.4,0.7,59.1,0.6,1.3,1.9,1.5,0.8,0.4,0.2,1.1,8.8,0.0,0.0,0.5,2.01,93.0,Forward,0,0,1,0
1237,1237,David Johnson,Louisville,47,2021-22,TOR,2,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.93,92.0,Guard,0,0,0,1
1238,1238,Sharife Cooper,Auburn,48,2021-22,ATL,13,3.0,0.5,0.2,1.1,21.4,0.1,0.5,16.7,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.0,0.1,1.2,0.0,0.0,-2.7,1.85,80.0,Guard,0,0,0,1
1241,1241,Brandon Boston,Kentucky,51,2021-22,LAC,51,14.9,6.7,2.5,6.4,38.5,0.7,2.2,30.6,1.2,1.4,81.9,0.3,1.8,2.2,1.0,0.6,0.5,0.3,0.8,12.5,0.0,0.0,-0.7,1.98,85.0,Guard,0,0,0,1
1242,1242,Luka Garza,Iowa,52,2021-22,DET,32,12.2,5.8,2.1,4.6,44.9,0.5,1.5,32.7,1.2,1.9,62.3,1.8,1.3,3.1,0.6,0.6,0.3,0.2,1.7,11.3,2.0,0.0,-2.0,2.08,110.0,Center,0,1,0,0
1243,1243,Charles Bassey,Western Kentucky,53,2021-22,PHI,23,7.3,3.0,1.3,2.0,63.8,0.0,0.2,0.0,0.4,0.5,75.0,1.0,1.7,2.7,0.3,0.3,0.2,0.7,1.4,9.2,1.0,0.0,-1.5,2.06,104.0,Center-Forward,0,1,1,0
1244,1244,Sandro Mamukelashvili,Seton Hall,54,2021-22,MIL,41,9.9,3.8,1.4,2.8,49.6,0.5,1.3,42.3,0.4,0.5,81.8,0.9,1.1,2.0,0.5,0.4,0.2,0.2,0.7,7.9,1.0,0.0,-3.5,2.06,109.0,Forward-Center,0,1,1,0
1245,1245,Aaron Wiggins,Maryland,55,2021-22,OKC,50,24.2,8.3,3.1,6.7,46.3,0.8,2.8,30.4,1.2,1.7,72.9,1.0,2.5,3.6,1.4,1.1,0.6,0.2,1.9,16.0,0.0,0.0,-4.7,1.93,86.0,Guard,0,0,0,1
1246,1246,Scottie Lewis,Florida,56,2021-22,CHA,2,3.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,50.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,2.8,0.0,0.0,-2.0,1.96,84.0,Guard,0,0,0,1
1248,1248,Jericho Sims,Texas,58,2021-22,NYK,41,13.5,2.2,1.0,1.3,72.2,0.0,0.0,0.0,0.3,0.7,41.4,1.5,2.6,4.1,0.5,0.5,0.3,0.5,1.6,9.8,1.0,0.0,1.9,2.06,113.0,Center,0,1,0,0
